x,y,z
27,75,-0.0206106
27,76,-0.0731635
27,77,-0.134489
27,78,-0.172219
27,79,-0.200902
27,80,-0.234273
27,81,-0.237835
27,82,-0.23956
27,83,-0.284132
27,84,-0.287705
27,85,-0.241039
27,86,-0.208782
27,87,-0.163508
27,88,-0.13788
27,89,-0.171397
27,90,-0.173445
27,91,-0.14618
27,92,-0.170736
27,93,-0.135375
27,94,-0.082745
27,95,-0.0174607
27,96,0.0268248
27,97,0.101572
27,98,0.171543
27,99,0.232028
28,0,-0.00785454
28,1,-0.0185916
28,2,-0.037624
28,3,-0.0980504
28,4,-0.160656
28,5,-0.20074
28,6,-0.21398
28,7,-0.234129
28,8,-0.278612
28,9,-0.360936
28,10,-0.399159
28,11,-0.31291
28,12,-0.307162
28,13,-0.270545
28,14,-0.251977
28,15,-0.23472
28,16,-0.253205
28,17,-0.276043
28,18,-0.288047
28,19,-0.272389
28,20,-0.25601
28,21,-0.27036
28,22,-0.311949
28,23,-0.329472
28,24,-0.340913
28,25,-0.340519
28,26,-0.326477
28,27,-0.32236
28,28,-0.380828
28,29,-0.378087
28,30,-0.35655
28,31,-0.361582
28,32,-0.38539
28,33,-0.357038
28,34,-0.386921
28,35,-0.408901
28,36,-0.390355
28,37,-0.332399
28,38,-0.290422
28,39,-0.253189
28,40,-0.242254
28,41,-0.261098
28,42,-0.29432
28,43,-0.37926
28,44,-0.415579
28,45,-0.405116
28,46,-0.402338
28,47,-0.454838
28,48,-0.442514
28,49,-0.45294
28,50,-0.460321
28,51,-0.44787
28,52,-0.427209
28,53,-0.382659
28,54,-0.302063
28,55,-0.265079
28,56,-0.23505
28,57,-0.162893
28,58,-0.0884129
28,59,-0.0424847
28,60,0.00206045
28,61,0.0317219
28,62,-0.0195533
28,63,-0.0107935
28,64,-0.00622895
28,65,0.0430008
28,66,0.0148225
28,67,0.0311516
28,68,0.0091242
28,69,-0.00749939
28,70,0.0522096
28,71,0.022109
28,72,0.0290686
28,73,-0.0154552
28,74,-0.0528773
28,75,-0.084005
28,76,-0.111392
28,77,-0.145664
28,78,-0.185514
28,79,-0.211615
28,80,-0.210437
28,81,-0.262271
28,82,-0.299586
28,83,-0.289505
28,84,-0.262524
28,85,-0.238283
28,86,-0.193993
28,87,-0.135565
28,88,-0.136725
28,89,-0.194827
28,90,-0.14516
28,91,-0.130992
28,92,-0.150146
28,93,-0.107028
28,94,-0.065018
28,95,-0.000884398
28,96,0.023277
28,97,0.0963608
28,98,0.153173
28,99,0.222869
29,0,-0.0814695
29,1,-0.0393413
29,2,-0.0856094
29,3,-0.15244
29,4,-0.168368
29,5,-0.177687
29,6,-0.181907
29,7,-0.196113
29,8,-0.249861
29,9,-0.318984
29,10,-0.35131
29,11,-0.290639
29,12,-0.241273
29,13,-0.200246
29,14,-0.181981
29,15,-0.187729
29,16,-0.214852
29,17,-0.235285
29,18,-0.244091
29,19,-0.25015
29,20,-0.216899
29,21,-0.234218
29,22,-0.273995
29,23,-0.323686
29,24,-0.346468
29,25,-0.321248
29,26,-0.308829
29,27,-0.323838
29,28,-0.383772
29,29,-0.409409
29,30,-0.390435
29,31,-0.380554
29,32,-0.39711
29,33,-0.382873
29,34,-0.388999
29,35,-0.409482
29,36,-0.375606
29,37,-0.319158
29,38,-0.279156
29,39,-0.219821
29,40,-0.216509
29,41,-0.20696
29,42,-0.273109
29,43,-0.338431
29,44,-0.381694
29,45,-0.370543
29,46,-0.415109
29,47,-0.444388
29,48,-0.458304
29,49,-0.457773
29,50,-0.447046
29,51,-0.432685
29,52,-0.391374
29,53,-0.323142
29,54,-0.258486
29,55,-0.237273
29,56,-0.193427
29,57,-0.105126
29,58,-0.0586024
29,59,-0.0293839
29,60,0.00695446
29,61,0.0533496
29,62,0.0221237
29,63,0.00227652
29,64,0.0398972
29,65,0.104355
29,66,0.135397
29,67,0.106936
29,68,0.0510621
29,69,0.0573465
29,70,0.0957728
29,71,0.0554473
29,72,-0.00384877
29,73,-0.0529189
29,74,-0.0915069
29,75,-0.117866
29,76,-0.1205
29,77,-0.172741
29,78,-0.201363
29,79,-0.251025
29,80,-0.263553
29,81,-0.305149
29,82,-0.304993
29,83,-0.298471
29,84,-0.239298
29,85,-0.192003
29,86,-0.125289
29,87,-0.0831505
29,88,-0.0910508
29,89,-0.139898
29,90,-0.157662
29,91,-0.12984
29,92,-0.107805
29,93,-0.0803734
29,94,0.00256017
29,95,0.0465193
29,96,0.0747015
29,97,0.131907
29,98,0.172943
29,99,0.206396
30,0,-0.157382
30,1,-0.131421
30,2,-0.147008
30,3,-0.157566
30,4,-0.133576
30,5,-0.125372
30,6,-0.162998
30,7,-0.205628
30,8,-0.286187
30,9,-0.327465
30,10,-0.347397
30,11,-0.277922
30,12,-0.197333
30,13,-0.144581
30,14,-0.133836
30,15,-0.135013
30,16,-0.163337
30,17,-0.19456
30,18,-0.215927
30,19,-0.222893
30,20,-0.213483
30,21,-0.200809
30,22,-0.222565
30,23,-0.28162
30,24,-0.314115
30,25,-0.335236
30,26,-0.296109
30,27,-0.314272
30,28,-0.362702
30,29,-0.397105
30,30,-0.398876
30,31,-0.378032
30,32,-0.389505
30,33,-0.402435
30,34,-0.427788
30,35,-0.426956
30,36,-0.376243
30,37,-0.280002
30,38,-0.265471
30,39,-0.217534
30,40,-0.157423
30,41,-0.173613
30,42,-0.258516
30,43,-0.335272
30,44,-0.364104
30,45,-0.381795
30,46,-0.420148
30,47,-0.414617
30,48,-0.459942
30,49,-0.483433
30,50,-0.461997
30,51,-0.440012
30,52,-0.38191
30,53,-0.309589
30,54,-0.25318
30,55,-0.183102
30,56,-0.105616
30,57,-0.0245502
30,58,-0.00749737
30,59,-0.013935
30,60,0.0101887
30,61,0.0436455
30,62,0.0493611
30,63,0.0657
30,64,0.104354
30,65,0.14921
30,66,0.161641
30,67,0.145075
30,68,0.089552
30,69,0.0944716
30,70,0.103736
30,71,0.0617217
30,72,-0.0317484
30,73,-0.0929198
30,74,-0.092183
30,75,-0.104849
30,76,-0.155944
30,77,-0.19455
30,78,-0.217859
30,79,-0.283036
30,80,-0.326194
30,81,-0.34972
30,82,-0.338598
30,83,-0.31742
30,84,-0.214391
30,85,-0.124589
30,86,-0.0725807
30,87,-0.0430935
30,88,-0.0513124
30,89,-0.12533
30,90,-0.17682
30,91,-0.152207
30,92,-0.108392
30,93,-0.076627
30,94,0.0166426
30,95,0.0769423
30,96,0.128574
30,97,0.187799
30,98,0.196421
30,99,0.198794
31,0,-0.181201
31,1,-0.157557
31,2,-0.148045
31,3,-0.141376
31,4,-0.0977561
31,5,-0.0900163
31,6,-0.167658
31,7,-0.240936
31,8,-0.281955
31,9,-0.324468
31,10,-0.346545
31,11,-0.277925
31,12,-0.183444
31,13,-0.136509
31,14,-0.106858
31,15,-0.152324
31,16,-0.155737
31,17,-0.156614
31,18,-0.19418
31,19,-0.183412
31,20,-0.171385
31,21,-0.175244
31,22,-0.188098
31,23,-0.230917
31,24,-0.262656
31,25,-0.294442
31,26,-0.289548
31,27,-0.328347
31,28,-0.350979
31,29,-0.354416
31,30,-0.325999
31,31,-0.323896
31,32,-0.338618
31,33,-0.342592
31,34,-0.348446
31,35,-0.359244
31,36,-0.303787
31,37,-0.265825
31,38,-0.224293
31,39,-0.18925
31,40,-0.194778
31,41,-0.212456
31,42,-0.291875
31,43,-0.352574
31,44,-0.372455
31,45,-0.401555
31,46,-0.389339
31,47,-0.350766
31,48,-0.387523
31,49,-0.428833
31,50,-0.410547
31,51,-0.423196
31,52,-0.388543
31,53,-0.317847
31,54,-0.24701
31,55,-0.142785
31,56,-0.0510883
31,57,-0.000790565
31,58,0.0256088
31,59,0.0319232
31,60,-0.014477
31,61,0.0162783
31,62,0.054908
31,63,0.0815708
31,64,0.11236
31,65,0.125087
31,66,0.128722
31,67,0.11169
31,68,0.0703742
31,69,0.0799508
31,70,0.108782
31,71,0.0611752
31,72,0.0187726
31,73,-0.0123508
31,74,-0.0431117
31,75,-0.0929373
31,76,-0.165113
31,77,-0.208439
31,78,-0.250501
31,79,-0.301953
31,80,-0.334447
31,81,-0.289996
31,82,-0.284662
31,83,-0.255875
31,84,-0.169601
31,85,-0.093041
31,86,-0.0780546
31,87,-0.0828012
31,88,-0.0960616
31,89,-0.121568
31,90,-0.163184
31,91,-0.150098
31,92,-0.117037
31,93,-0.0669984
31,94,0.00677611
31,95,0.0677277
31,96,0.146884
31,97,0.194197
31,98,0.182581
31,99,0.175004
32,0,-0.151164
32,1,-0.130273
32,2,-0.117333
32,3,-0.128283
32,4,-0.0807014
32,5,-0.0783564
32,6,-0.164822
32,7,-0.218673
32,8,-0.268453
32,9,-0.327164
32,10,-0.326645
32,11,-0.280781
32,12,-0.173412
32,13,-0.156233
32,14,-0.120549
32,15,-0.112918
32,16,-0.132321
32,17,-0.136137
32,18,-0.13017
32,19,-0.111377
32,20,-0.120415
32,21,-0.123735
32,22,-0.150299
32,23,-0.211158
32,24,-0.23897
32,25,-0.254947
32,26,-0.276104
32,27,-0.336758
32,28,-0.348936
32,29,-0.316454
32,30,-0.269787
32,31,-0.284292
32,32,-0.24984
32,33,-0.241269
32,34,-0.231661
32,35,-0.230915
32,36,-0.198632
32,37,-0.188101
32,38,-0.179253
32,39,-0.188149
32,40,-0.199879
32,41,-0.235537
32,42,-0.298656
32,43,-0.358453
32,44,-0.371761
32,45,-0.352605
32,46,-0.346072
32,47,-0.298524
32,48,-0.289661
32,49,-0.291517
32,50,-0.301574
32,51,-0.323117
32,52,-0.314859
32,53,-0.246711
32,54,-0.167463
32,55,-0.0919394
32,56,-0.0252007
32,57,0.0352509
32,58,0.0490797
32,59,0.0589437
32,60,0.00250649
32,61,0.034006
32,62,0.0319667
32,63,0.0976927
32,64,0.134777
32,65,0.130206
32,66,0.114904
32,67,0.104738
32,68,0.097652
32,69,0.117453
32,70,0.144222
32,71,0.124662
32,72,0.0702502
32,73,0.0183731
32,74,-0.00289501
32,75,-0.0719363
32,76,-0.169876
32,77,-0.227818
32,78,-0.26519
32,79,-0.26936
32,80,-0.260649
32,81,-0.251415
32,82,-0.201808
32,83,-0.175186
32,84,-0.123149
32,85,-0.0503391
32,86,-0.0903648
32,87,-0.0849193
32,88,-0.0907845
32,89,-0.104891
32,90,-0.143123
32,91,-0.165059
32,92,-0.143506
32,93,-0.0574835
32,94,0.04181
32,95,0.111489
32,96,0.157257
32,97,0.176245
32,98,0.155834
32,99,0.131855
33,0,-0.126614
33,1,-0.0910799
33,2,-0.0746691
33,3,-0.097211
33,4,-0.0503447
33,5,-0.0902325
33,6,-0.137527
33,7,-0.174107
33,8,-0.232289
33,9,-0.275403
33,10,-0.303014
33,11,-0.273371
33,12,-0.187846
33,13,-0.133609
33,14,-0.114856
33,15,-0.114137
33,16,-0.131288
33,17,-0.168877
33,18,-0.172354
33,19,-0.147863
33,20,-0.0969858
33,21,-0.127173
33,22,-0.149334
33,23,-0.173137
33,24,-0.24392
33,25,-0.213441
33,26,-0.253078
33,27,-0.325664
33,28,-0.316501
33,29,-0.295916
33,30,-0.291549
33,31,-0.270786
33,32,-0.225171
33,33,-0.174787
33,34,-0.165439
33,35,-0.16649
33,36,-0.155401
33,37,-0.137241
33,38,-0.15756
33,39,-0.17711
33,40,-0.204779
33,41,-0.246707
33,42,-0.307106
33,43,-0.323933
33,44,-0.314483
33,45,-0.308772
33,46,-0.324511
33,47,-0.287382
33,48,-0.218495
33,49,-0.188604
33,50,-0.205009
33,51,-0.260421
33,52,-0.239426
33,53,-0.167401
33,54,-0.107635
33,55,-0.0435222
33,56,0.0151054
33,57,0.0620762
33,58,0.08507
33,59,0.0538041
33,60,0.035406
33,61,0.0255766
33,62,0.049574
33,63,0.10169
33,64,0.158691
33,65,0.167446
33,66,0.154054
33,67,0.141088
33,68,0.129679
33,69,0.156794
33,70,0.168194
33,71,0.125376
33,72,0.0627931
33,73,0.00989484
33,74,-0.038778
33,75,-0.0890019
33,76,-0.162584
33,77,-0.22304
33,78,-0.264457
33,79,-0.26935
33,80,-0.237987
33,81,-0.21951
33,82,-0.173109
33,83,-0.1333
33,84,-0.0934762
33,85,-0.0432528
33,86,-0.0811109
33,87,-0.138078
33,88,-0.125019
33,89,-0.142371
33,90,-0.146819
33,91,-0.165119
33,92,-0.149107
33,93,-0.104909
33,94,0.00805743
33,95,0.0941734
33,96,0.153727
33,97,0.14152
33,98,0.138596
33,99,0.109344
34,0,-0.0524097
34,1,-0.0164354
34,2,-0.0466189
34,3,-0.0719064
34,4,-0.0556955
34,5,-0.0704617
34,6,-0.11933
34,7,-0.189929
34,8,-0.194712
34,9,-0.23795
34,10,-0.304585
34,11,-0.282171
34,12,-0.237663
34,13,-0.198767
34,14,-0.114968
34,15,-0.119013
34,16,-0.129666
34,17,-0.160503
34,18,-0.162993
34,19,-0.162934
34,20,-0.094763
34,21,-0.113475
34,22,-0.176365
34,23,-0.205866
34,24,-0.230689
34,25,-0.244649
34,26,-0.243222
34,27,-0.296289
34,28,-0.302817
34,29,-0.279984
34,30,-0.276641
34,31,-0.25515
34,32,-0.179513
34,33,-0.133569
34,34,-0.120693
34,35,-0.113724
34,36,-0.122408
34,37,-0.127808
34,38,-0.14755
34,39,-0.170228
34,40,-0.223716
34,41,-0.220962
34,42,-0.275393
34,43,-0.293065
34,44,-0.249221
34,45,-0.236559
34,46,-0.265358
34,47,-0.244766
34,48,-0.203633
34,49,-0.181231
34,50,-0.193997
34,51,-0.207316
34,52,-0.186793
34,53,-0.100147
34,54,-0.0461087
34,55,0.00584346
34,56,0.0417845
34,57,0.103588
34,58,0.095574
34,59,0.0714115
34,60,0.0675879
34,61,0.0641759
34,62,0.109284
34,63,0.12448
34,64,0.16719
34,65,0.197782
34,66,0.164565
34,67,0.142406
34,68,0.133619
34,69,0.158036
34,70,0.159864
34,71,0.141757
34,72,0.0639866
34,73,0.0106695
34,74,-0.0308941
34,75,-0.0703651
34,76,-0.1105
34,77,-0.179066
34,78,-0.231381
34,79,-0.23985
34,80,-0.221196
34,81,-0.198873
34,82,-0.185664
34,83,-0.173784
34,84,-0.119016
34,85,-0.0834482
34,86,-0.106336
34,87,-0.154377
34,88,-0.155789
34,89,-0.163475
34,90,-0.151835
34,91,-0.168567
34,92,-0.172449
34,93,-0.135443
34,94,-0.051189
34,95,0.0504047
34,96,0.0865139
34,97,0.0663267
34,98,0.080561
34,99,0.0492099
35,0,0.0504416
35,1,0.0214638
35,2,-0.0295842
35,3,-0.0598324
35,4,-0.0351376
35,5,-0.0576972
35,6,-0.119462
35,7,-0.168411
35,8,-0.16876
35,9,-0.229476
35,10,-0.306606
35,11,-0.306885
35,12,-0.23954
35,13,-0.198882
35,14,-0.10652
35,15,-0.130888
35,16,-0.14343
35,17,-0.153829
35,18,-0.156327
35,19,-0.165396
35,20,-0.130286
35,21,-0.163667
35,22,-0.193355
35,23,-0.218255
35,24,-0.266333
35,25,-0.242662
35,26,-0.265242
35,27,-0.291088
35,28,-0.259145
35,29,-0.235119
35,30,-0.263058
35,31,-0.225354
35,32,-0.159841
35,33,-0.0952879
35,34,-0.0680939
35,35,-0.0605923
35,36,-0.115774
35,37,-0.100736
35,38,-0.0921296
35,39,-0.130018
35,40,-0.201611
35,41,-0.237153
35,42,-0.230752
35,43,-0.265601
35,44,-0.213383
35,45,-0.20428
35,46,-0.240232
35,47,-0.221487
35,48,-0.18327
35,49,-0.167931
35,50,-0.159816
35,51,-0.15378
35,52,-0.122119
35,53,-0.049283
35,54,-0.0179616
35,55,-0.0120705
35,56,0.0233855
35,57,0.0818656
35,58,0.117633
35,59,0.075959
35,60,0.0237202
35,61,0.0831336
35,62,0.110854
35,63,0.146542
35,64,0.175403
35,65,0.170571
35,66,0.124868
35,67,0.113317
35,68,0.121796
35,69,0.151914
35,70,0.121061
35,71,0.121446
35,72,0.074692
35,73,0.00503701
35,74,-0.0345464
35,75,-0.0647415
35,76,-0.0944766
35,77,-0.131421
35,78,-0.188902
35,79,-0.236205
35,80,-0.269149
35,81,-0.2499
35,82,-0.218692
35,83,-0.217847
35,84,-0.172309
35,85,-0.135276
35,86,-0.122497
35,87,-0.16546
35,88,-0.182245
35,89,-0.195384
35,90,-0.191572
35,91,-0.177324
35,92,-0.165929
35,93,-0.159114
35,94,-0.110544
35,95,-0.0378303
35,96,-0.0301187
35,97,-0.0137016
35,98,0.0170927
35,99,0.0203762
36,0,0.0128902
36,1,0.0220251
36,2,-0.0262526
36,3,-0.0319974
36,4,-0.0459503
36,5,-0.067947
36,6,-0.0774459
36,7,-0.121296
36,8,-0.159973
36,9,-0.23821
36,10,-0.273945
36,11,-0.283006
36,12,-0.230202
36,13,-0.203434
36,14,-0.131856
36,15,-0.139203
36,16,-0.152311
36,17,-0.142412
36,18,-0.150704
36,19,-0.194265
36,20,-0.176797
36,21,-0.182159
36,22,-0.230101
36,23,-0.24967
36,24,-0.274588
36,25,-0.239045
36,26,-0.26169
36,27,-0.309926
36,28,-0.28969
36,29,-0.271335
36,30,-0.27371
36,31,-0.266965
36,32,-0.156198
36,33,-0.0848776
36,34,-0.029185
36,35,-0.0120943
36,36,-0.0781524
36,37,-0.0871131
36,38,-0.113253
36,39,-0.162338
36,40,-0.19094
36,41,-0.250351
36,42,-0.238267
36,43,-0.230976
36,44,-0.206563
36,45,-0.185135
36,46,-0.213153
36,47,-0.189913
36,48,-0.16231
36,49,-0.193877
36,50,-0.140265
36,51,-0.121563
36,52,-0.099215
36,53,-0.0469584
36,54,-0.0183753
36,55,0.0242469
36,56,0.0428794
36,57,0.114414
36,58,0.131211
36,59,0.0918224
36,60,0.0449298
36,61,0.0432495
36,62,0.0450688
36,63,0.0791331
36,64,0.136667
36,65,0.150048
36,66,0.141762
36,67,0.103782
36,68,0.0767192
36,69,0.100932
36,70,0.108603
36,71,0.104689
36,72,0.051962
36,73,0.00251414
36,74,-0.0396368
36,75,-0.0680346
36,76,-0.0942937
36,77,-0.165948
36,78,-0.209905
36,79,-0.238363
36,80,-0.294235
36,81,-0.275359
36,82,-0.245937
36,83,-0.228676
36,84,-0.184035
36,85,-0.162677
36,86,-0.149549
36,87,-0.172033
36,88,-0.210165
36,89,-0.218936
36,90,-0.214619
36,91,-0.221885
36,92,-0.210461
36,93,-0.183267
36,94,-0.134644
36,95,-0.102969
36,96,-0.0971918
36,97,-0.0867384
36,98,-0.0555228
36,99,-0.0643775
37,0,-0.0231113
37,1,-0.0255361
37,2,-0.061845
37,3,-0.0412476
37,4,-0.0495539
37,5,-0.0751868
37,6,-0.0894342
37,7,-0.159566
37,8,-0.173721
37,9,-0.197617
37,10,-0.238018
37,11,-0.228563
37,12,-0.221226
37,13,-0.1963
37,14,-0.175069
37,15,-0.170982
37,16,-0.203191
37,17,-0.190574
37,18,-0.201973
37,19,-0.215442
37,20,-0.209767
37,21,-0.240561
37,22,-0.260347
37,23,-0.274867
37,24,-0.277023
37,25,-0.258373
37,26,-0.256534
37,27,-0.263719
37,28,-0.288984
37,29,-0.274955
37,30,-0.275268
37,31,-0.26597
37,32,-0.176482
37,33,-0.107078
37,34,-0.0272006
37,35,-0.00288511
37,36,-0.0715454
37,37,-0.112274
37,38,-0.147253
37,39,-0.192405
37,40,-0.200279
37,41,-0.22518
37,42,-0.221676
37,43,-0.209738
37,44,-0.174418
37,45,-0.153942
37,46,-0.166351
37,47,-0.186839
37,48,-0.164824
37,49,-0.170093
37,50,-0.133188
37,51,-0.128581
37,52,-0.126818
37,53,-0.0626829
37,54,0.0358297
37,55,0.042881
37,56,0.0908491
37,57,0.149541
37,58,0.16284
37,59,0.125638
37,60,0.0622768
37,61,0.027682
37,62,0.0277
37,63,0.0712804
37,64,0.109998
37,65,0.16719
37,66,0.156233
37,67,0.115418
37,68,0.0871985
37,69,0.0950262
37,70,0.100512
37,71,0.10768
37,72,0.0518882
37,73,-0.00576334
37,74,-0.0365032
37,75,-0.0570761
37,76,-0.110065
37,77,-0.169657
37,78,-0.188356
37,79,-0.213056
37,80,-0.232966
37,81,-0.253773
37,82,-0.242653
37,83,-0.22876
37,84,-0.210559
37,85,-0.177762
37,86,-0.161871
37,87,-0.229845
37,88,-0.238912
37,89,-0.229614
37,90,-0.249119
37,91,-0.282365
37,92,-0.282621
37,93,-0.237682
37,94,-0.206484
37,95,-0.171639
37,96,-0.150002
37,97,-0.13112
37,98,-0.111579
37,99,-0.116568
38,0,-0.0609883
38,1,-0.0762244
38,2,-0.102887
38,3,-0.0637583
38,4,-0.0637524
38,5,-0.0798264
38,6,-0.0910647
38,7,-0.139584
38,8,-0.151675
38,9,-0.192935
38,10,-0.200897
38,11,-0.219174
38,12,-0.223103
38,13,-0.206154
38,14,-0.184885
38,15,-0.236268
38,16,-0.245951
38,17,-0.222076
38,18,-0.195484
38,19,-0.21465
38,20,-0.274027
38,21,-0.266074
38,22,-0.229164
38,23,-0.241911
38,24,-0.264655
38,25,-0.240219
38,26,-0.206689
38,27,-0.204585
38,28,-0.224375
38,29,-0.233486
38,30,-0.232609
38,31,-0.22459
38,32,-0.159621
38,33,-0.0851018
38,34,0.00839093
38,35,0.0140238
38,36,-0.0131617
38,37,-0.0846884
38,38,-0.0963649
38,39,-0.16852
38,40,-0.189633
38,41,-0.165471
38,42,-0.194597
38,43,-0.190663
38,44,-0.127183
38,45,-0.126197
38,46,-0.138587
38,47,-0.154015
38,48,-0.134974
38,49,-0.138168
38,50,-0.118359
38,51,-0.0898148
38,52,-0.0867028
38,53,-0.0401523
38,54,0.0578959
38,55,0.0777082
38,56,0.0866826
38,57,0.132998
38,58,0.160056
38,59,0.129526
38,60,0.0942492
38,61,0.0499951
38,62,0.0421079
38,63,0.0460572
38,64,0.06496
38,65,0.132698
38,66,0.146771
38,67,0.107989
38,68,0.093189
38,69,0.0917857
38,70,0.110165
38,71,0.112813
38,72,0.066899
38,73,0.000686173
38,74,-0.00901549
38,75,-0.044916
38,76,-0.102981
38,77,-0.149903
38,78,-0.156558
38,79,-0.152694
38,80,-0.182817
38,81,-0.24198
38,82,-0.232381
38,83,-0.208767
38,84,-0.20105
38,85,-0.184267
38,86,-0.196047
38,87,-0.240399
38,88,-0.265503
38,89,-0.28069
38,90,-0.280083
38,91,-0.334804
38,92,-0.310602
38,93,-0.259401
38,94,-0.246148
38,95,-0.215121
38,96,-0.178377
38,97,-0.182383
38,98,-0.162178
38,99,-0.147229
39,0,-0.105905
39,1,-0.119832
39,2,-0.137286
39,3,-0.109881
39,4,-0.0908842
39,5,-0.0911997
39,6,-0.120671
39,7,-0.113387
39,8,-0.130839
39,9,-0.131536
39,10,-0.124447
39,11,-0.149083
39,12,-0.184708
39,13,-0.23458
39,14,-0.221282
39,15,-0.219467
39,16,-0.264274
39,17,-0.256528
39,18,-0.223842
39,19,-0.24479
39,20,-0.262215
39,21,-0.232713
39,22,-0.205596
39,23,-0.211711
39,24,-0.257713
39,25,-0.249101
39,26,-0.194344
39,27,-0.179329
39,28,-0.193442
39,29,-0.19394
39,30,-0.196832
39,31,-0.177232
39,32,-0.136852
39,33,-0.0611946
39,34,-0.0101465
39,35,-0.0148247
39,36,-0.00755895
39,37,-0.064503
39,38,-0.105492
39,39,-0.156243
39,40,-0.194033
39,41,-0.14621
39,42,-0.134639
39,43,-0.153862
39,44,-0.142661
39,45,-0.130264
39,46,-0.143039
39,47,-0.145697
39,48,-0.152936
39,49,-0.171567
39,50,-0.126556
39,51,-0.111485
39,52,-0.0645801
39,53,-0.0249331
39,54,0.0340272
39,55,0.0938366
39,56,0.0949648
39,57,0.1162
39,58,0.0967116
39,59,0.081626
39,60,0.116168
39,61,0.0857439
39,62,0.0456609
39,63,0.0404632
39,64,0.0827895
39,65,0.123832
39,66,0.116618
39,67,0.108402
39,68,0.0926099
39,69,0.0856091
39,70,0.109737
39,71,0.122134
39,72,0.0816243
39,73,0.0365415
39,74,0.0122685
39,75,0.00606478
39,76,-0.050914
39,77,-0.0991096
39,78,-0.124254
39,79,-0.127787
39,80,-0.145901
39,81,-0.197075
39,82,-0.197724
39,83,-0.180387
39,84,-0.193951
39,85,-0.156846
39,86,-0.166143
39,87,-0.235546
39,88,-0.281976
39,89,-0.313896
39,90,-0.340357
39,91,-0.346344
39,92,-0.337182
39,93,-0.316059
39,94,-0.271089
39,95,-0.251438
39,96,-0.228612
39,97,-0.199666
39,98,-0.186347
39,99,-0.171466
40,0,-0.10255
40,1,-0.118823
40,2,-0.115665
40,3,-0.10911
40,4,-0.0882475
40,5,-0.0950421
40,6,-0.0693983
40,7,-0.0652043
40,8,-0.0666204
40,9,-0.0795648
40,10,-0.063152
40,11,-0.125219
40,12,-0.206899
40,13,-0.232275
40,14,-0.260064
40,15,-0.250696
40,16,-0.222673
40,17,-0.268393
40,18,-0.283866
40,19,-0.281736
40,20,-0.255919
40,21,-0.238497
40,22,-0.218153
40,23,-0.212258
40,24,-0.226959
40,25,-0.248013
40,26,-0.204584
40,27,-0.172577
40,28,-0.155197
40,29,-0.143299
40,30,-0.19678
40,31,-0.164155
40,32,-0.126092
40,33,-0.0631511
40,34,-0.0271361
40,35,-0.0307942
40,36,-0.081457
40,37,-0.136483
40,38,-0.153138
40,39,-0.191826
40,40,-0.234645
40,41,-0.169131
40,42,-0.118724
40,43,-0.13448
40,44,-0.137684
40,45,-0.147138
40,46,-0.173267
40,47,-0.191502
40,48,-0.192881
40,49,-0.182714
40,50,-0.147866
40,51,-0.120142
40,52,-0.0677329
40,53,-0.0574208
40,54,0.00446787
40,55,0.047507
40,56,0.0481294
40,57,0.0478336
40,58,0.0554717
40,59,0.0450555
40,60,0.0659987
40,61,0.0747856
40,62,0.0377726
40,63,0.0400715
40,64,0.0763521
40,65,0.106484
40,66,0.109495
40,67,0.114749
40,68,0.107041
40,69,0.112005
40,70,0.10818
40,71,0.110539
40,72,0.104268
40,73,0.0653593
40,74,0.0311437
40,75,0.0633886
40,76,0.0422267
40,77,-0.0204381
40,78,-0.0895645
40,79,-0.156026
40,80,-0.183098
40,81,-0.211632
40,82,-0.196904
40,83,-0.19941
40,84,-0.210191
40,85,-0.173534
40,86,-0.177836
40,87,-0.261302
40,88,-0.285145
40,89,-0.291847
40,90,-0.368475
40,91,-0.355679
40,92,-0.35673
40,93,-0.339417
40,94,-0.307001
40,95,-0.273673
40,96,-0.206265
40,97,-0.175613
40,98,-0.185913
40,99,-0.235335
41,0,-0.11709
41,1,-0.121602
41,2,-0.103703
41,3,-0.0733464
41,4,-0.076171
41,5,-0.115608
41,6,-0.0807791
41,7,-0.0778179
41,8,-0.0744167
41,9,-0.0951559
41,10,-0.121553
41,11,-0.160648
41,12,-0.197757
41,13,-0.190057
41,14,-0.239613
41,15,-0.2203
41,16,-0.228245
41,17,-0.259827
41,18,-0.292511
41,19,-0.241886
41,20,-0.215241
41,21,-0.228436
41,22,-0.230525
41,23,-0.217365
41,24,-0.220782
41,25,-0.223646
41,26,-0.232104
41,27,-0.200289
41,28,-0.163156
41,29,-0.115452
41,30,-0.12998
41,31,-0.174391
41,32,-0.163279
41,33,-0.100987
41,34,-0.070663
41,35,-0.0309359
41,36,-0.0675728
41,37,-0.114628
41,38,-0.184192
41,39,-0.202397
41,40,-0.247852
41,41,-0.18747
41,42,-0.136285
41,43,-0.133932
41,44,-0.145961
41,45,-0.205023
41,46,-0.217689
41,47,-0.22814
41,48,-0.216704
41,49,-0.198604
41,50,-0.14575
41,51,-0.138667
41,52,-0.0806294
41,53,-0.0620571
41,54,-0.000920704
41,55,0.0131153
41,56,0.0310918
41,57,0.0267867
41,58,0.0379164
41,59,0.0252257
41,60,0.02809
41,61,0.0650816
41,62,0.0811226
41,63,0.117469
41,64,0.097492
41,65,0.116315
41,66,0.0997443
41,67,0.10876
41,68,0.138499
41,69,0.110413
41,70,0.134124
41,71,0.140521
